uid_type	tabid	tbl_id	pageStartTime	no	type	task	pageOnContentLoad	pageOnLoad	totalTimings	totalReq	totalRes	blocked	dns	connect	send	wait	receive	headerSizeRequest	bodySizeRequest	headerSizeResponse	bodySizeResponse	pageTitle	url
labtest_tablet	686	3176	1.47013E+12	2	buyer	1	45739	137002	41663	1015	116684	33	1	6326	2	174	35127	1015		879	115805	FRUIT OF THE LOOM LADY FIT PIQUE POLO SHIRT - (S-XXL) 9 COLOURS: Amazon.co.uk: Clothing	https://www.amazon.co.uk/FRUIT-LOOM-LADY-PIQUE-SHIRT/dp/B005T6ECY0/ref=sr_1_2?ie=&qid=&sr=&keywords=
labtest_phone	57	2924	1.47013E+12	2	buyer	2	2006		118	282	469	32				86		282		240	229	Amazon.co.uk	http://amazon.co.uk/
labtest_phone	57	2925	1.47013E+12	2	buyer	2	1560	1946	781	387	26734	41	1	12		334	393	387		523	26211	Amazon.co.uk: white polo shirt	https://www.amazon.co.uk/gp/aw/s/ref=nb_sb_noss/253-0724637-7984525?k=
labtest_phone	57	2926	1.47013E+12	2	buyer	2	12114	21391	11419	520	122155	7				204	11208	520		906	121249	"FRUIT OF THE LOOM LADY FIT PIQUE POLO SHIRT - (S-XXL) 9 COLOURS (LARGE - 36"" - SIZE 14, WHITE)"	https://www.amazon.co.uk/gp/aw/d/B005T6ECY0/ref=mp_s_a_1_1/253-0724637-7984525?ie=&amp;qid=&amp;sr=&amp;pi=&amp;keywords=
labtest_phone	94	2927	1.47013E+12	2	buyer	2	2053	16900	131	282	470	25				106		282		241	229	Amazon.co.uk	http://amazon.co.uk/
labtest_phone	94	2928	1.47013E+12	2	buyer	2	1582	3456	623	387	26155	5				309	309	387		523	25632	Amazon.co.uk: white polo shirt	https://www.amazon.co.uk/gp/aw/s/ref=nb_sb_noss/253-3206963-4095406?k=
labtest_phone	94	2929	1.47013E+12	2	buyer	2	2179	3386	982	510	26342	5				384	593	510		523	25819	Amazon.co.uk: white polo short	https://www.amazon.co.uk/gp/aw/s/ref=a9_asc_1/253-3206963-4095406?rh=&keywords=&ie=&qid=
labtest_phone	94	2930	1.47013E+12	2	buyer	2	4374	5950	3540	580	26293	5				283	3252	580		523	25770	Amazon.co.uk: white polo short	https://www.amazon.co.uk/gp/aw/s/ref=is_pg_2_1/253-3206963-4095406?rh=&page=&keywords=&ie=&qid=
labtest_phone	94	2931	1.47013E+12	2	buyer	2	3749	3998	3214	510	26344	6				210	2998	510		523	25821	Amazon.co.uk: white polo short	https://www.amazon.co.uk/gp/aw/s/ref=a9_asc_1/253-3206963-4095406?rh=&keywords=&ie=&qid=
labtest_phone	94	2932	1.47013E+12	2	buyer	2	3685	5048	3094	387	26142	8				235	2851	387		523	25619	Amazon.co.uk: white polo shirt	https://www.amazon.co.uk/gp/aw/s/ref=nb_sb_noss/253-3206963-4095406?k=
labtest_phone	94	2933	1.47013E+12	2	buyer	2	1219	2523	636	510	26351	25	1	164		206	240	510		523	25828	Amazon.co.uk: white polo short	https://www.amazon.co.uk/gp/aw/s/ref=a9_asc_1/253-3206963-4095406?rh=&keywords=&ie=&qid=
labtest_phone	94	2934	1.47013E+12	2	buyer	2	644		5	294	226					5		294		226		Amazon.co.uk: white polo shirt	https://www.amazon.co.uk/gp/aw/s/ref=nb_sb_noss/253-3206963-4095406?k=
labtest_phone	94	2935	1.47013E+12	2	buyer	2	959	1548	134	260	450					134		260		450		Amazon.co.uk	https://www.amazon.co.uk/
labtest_phone	94	2936	1.47013E+12	2	buyer	2	5659	9003	4778	416	26219	186				4495	97	416		523	25696	Amazon.co.uk: white polo shorts	https://www.amazon.co.uk/gp/aw/s/ref=is_s_ss_i_0_15/253-3206963-4095406?k=&sprefix=
labtest_phone	94	2937	1.47013E+12	2	buyer	2	5729	33307	3927	550	124859	23				229	3675	550		906	123953	"Ralph Lauren Polo Crew Neck Short Sleeve Custom fit T Shirt (M, White)"	https://www.amazon.co.uk/gp/aw/d/B01CKUZIQ8/ref=mp_s_a_1_1/253-3206963-4095406?ie=&amp;qid=&amp;sr=&amp;pi=&amp;keywords=
labtest_tablet	783	3177	1.47013E+12	3	reader	1	5206	6082	287	285	882	173				114		285		709	173	Google News	http://news.google.com/
labtest_tablet	783	3178	1.47013E+12	3	reader	1	5460	6084	3520	597	84985	5				3023	492	597		458	84527	World	https://news.google.com/news/section?cf=&pz=&ned=&topic=&siidp=&ict=
labtest_phone	186	2938	1.47013E+12	3	reader	2	1422	2196	979	330	17861	6				107	866	330		695	17166	news.google.com - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_phone	186	2939	1.47013E+12	3	reader	2	3189	3589	107	486	901	4				102	1	486		679	222	Google News	https://www.google.com/url?q=&sa=&ved=&usg=
labtest_tablet	869	3179	1.47013E+12	3	reader	3	5066	7762	261	285	882	160				101		285		709	173	Google News	http://news.google.com/
labtest_tablet	869	3180	1.47013E+12	3	reader	3	2609	2643	763	598	82586	212				515	36	598		458	82128	Google News	https://news.google.com/news/section?cf=&pz=&ned=&topic=&siidp=&ict=
labtest_phone	219	2940	1.47013E+12	3	reader	4	2824	3057	282	285	882	191			1	89	1	285		709	173	Google News	http://news.google.com/
labtest_phone	252	2941	1.47013E+12	3	reader	4	2549	2661	0	0	0											Google News	http://news.google.com/
labtest_phone	256	2942	1.47013E+12	3	reader	4	10952	16303	467	391	312	243				222	2	391		312		Trump suggests general election could be 'rigged' - Washington Times	http://www.washingtontimes.com/news/2016/aug/2/trump-suggests-general-election-could-be-rigged/
labtest_tablet	929	3181	1.47013E+12	4	user	1	1242	3362	83	280	479	7				76		280		217	262	Google	http://google.com/
labtest_tablet	929	3182	1.47013E+12	4	user	1			0	0	0											Google - Εφαρμογές Android στο Google Play	http://google.com.cy/
labtest_phone	338	2944	1.47013E+12	4	user	2	772	1760	102	280	479	31				71		280		217	262	Google	http://google.com/
labtest_phone	338	2945	1.47013E+12	4	user	2	1188	2346	733	564	19396	4				96	633	564		616	18780	too japamn - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	338	2946	1.47013E+12	4	user	2	664	1230	412	621	19297	16				118	278	621		616	18681	too japan - Google Search	http://www.google.com.cy/search?q=&hl=&sa=&as_q=&nfpr=&spell=&ved=
labtest_phone	338	2947	1.47013E+12	4	user	2	1016	1541	579	618	19903	21			1	98	459	618		616	19287	toxin japan - Google Search	http://www.google.com.cy/search?q=&hl=&oq=&gs_l=
labtest_phone	338	2948	1.47013E+12	4	user	2	1409	1992	773	710	22272	6				126	641	710		616	21656	toji japan - Google Search	http://www.google.com.cy/search?q=&hl=&oq=&gs_l=
labtest_phone	338	2949	1.47013E+12	4	user	2	2479	10517	129	658	1014	51			1	77		658		693	321	Toji - Google Maps	http://maps.google.com/maps?hl=&um=&ie=&fb=&gl=&sa=&ll=&z=&ftid=&q=&ved=
labtest_phone	338	2950	1.47013E+12	4	user	2	2005	3779	110	649	828	5				105		649		589	239	"Tō-ji - Wikipedia, the free encyclopedia"	http://www.google.com.cy/url?q=&sa=&ved=&usg=
labtest_phone	348	2951	1.47013E+12	4	user	3	2520	3396	98	280	479	5				93		280		217	262	Google	http://google.com/
labtest_phone	348	2952	1.47013E+12	4	user	3	1624	4809	943	511	21636	20				112	811	511		616	21020	toji japan - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	348	2953	1.47013E+12	4	user	3	19723	30629	322	609	822	5			1	316		609		586	236	Kyoto Travel: Toji Temple	http://www.google.com.cy/url?q=&sa=&ved=&usg=
labtest_phone	421	2954	1.47014E+12	5	user	1	635	1582	106	280	479	14				92		280		217	262	Google	http://google.com/
labtest_phone	421	2955	1.47014E+12	5	user	1	1620	2279	909	512	21580	18				163	728	512		616	20964	toji japan - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	421	2956	1.47014E+12	5	user	1	6869	6884	86	680	962	5				81		680		656	306	"Toji, Kyoto - TripAdvisor"	http://www.google.com.cy/url?q=&sa=&ved=&usg=
labtest_phone	97	2957	1.47014E+12	6	reader	2	2870	3141	299	285	882	151				145	3	285		709	173	Google News	http://news.google.com/
labtest_phone	101	2958	1.47014E+12	6	reader	2	6447	9373	331	350	348	146				182	3	350		348		"Aleppo shelling kills 30, including children, monitor says - CNN.com"	http://www.cnn.com/2016/08/02/middleeast/syria-aleppo/
labtest_phone	107	2959	1.47014E+12	6	reader	4	3939	4217	260	285	882	173				86	1	285		709	173	Google News	http://news.google.com/
labtest_phone	111	2960	1.47014E+12	6	reader	4	41874	49952	333	350	348	144				186	3	350		348		"Aleppo shelling kills 30, including children, monitor says - CNN.com"	http://www.cnn.com/2016/08/02/middleeast/syria-aleppo/
labtest_tablet	1379	3184	1.47014E+12	7	reader	1	4773	6460	265	285	882	157				108		285		709	173	Google News	http://news.google.com/
labtest_tablet	1379	3185	1.47014E+12	7	reader	1	8863	11866	4198	597	91414	3350			1	812	35	597		458	90956	World	https://news.google.com/news/section?cf=&pz=&ned=&topic=&siidp=&ict=
labtest_phone	158	2965	1.47014E+12	7	reader	2	3123	3332	272	285	882	183				88	1	285		709	173	Google News	http://news.google.com/
labtest_phone	166	2966	1.47014E+12	7	reader	2	5175	6932	282	361	359	141				140	1	361		359		South China Sea: Beijing vows to prosecute trespassers - CNN.com	http://www.cnn.com/2016/08/02/asia/south-china-sea-supreme-court/
labtest_tablet	1455	3186	1.47014E+12	7	reader	3	4344	6290	246	285	882	156				90		285		709	173	Google News	http://news.google.com/
labtest_tablet	1455	3187	1.47014E+12	7	reader	3			0	0	0											Google News	https://news.google.com/news/section?cf=&pz=&ned=&topic=&siidp=&ict=
labtest_tablet	1455	3188	1.47014E+12	7	reader	3	3638	4461	871	557	111674	339				476	56	557		458	111216	World	https://news.google.com/news/section?cf=&pz=&ned=&topic=&siidp=&ict=
labtest_phone	175	2967	1.47014E+12	7	reader	4	21985	26232	8289	285	882	8180				109		285		709	173	Google News	http://news.google.com/
labtest_phone	222	2968	1.47014E+12	7	reader	4	1351	2094	934	330	18063	19				131	784	330		695	17368	news.google.com - Google Search	https://www.google.com/search?q=&ie=&oe=
labtest_phone	222	2969	1.47014E+12	7	reader	4	3642	3829	112	486	901	7				104	1	486		679	222	Google News	https://www.google.com/url?q=&sa=&ved=&usg=
labtest_tablet	1607	3189	1.47014E+12	8	buyer	1	10179		111	282	470	20				91		282		241	229	"Amazon.co.uk: Low Prices in Electronics, Books, Sports Equipment & more"	http://amazon.co.uk/
labtest_tablet	1607	3190	1.47014E+12	8	buyer	1	28020	42855	1173	793	133337	7				140	1026	793		1231	132106	Kindle Paperwhite - Amazon.co.uk	https://www.amazon.co.uk/dp/B00QJDO0QC/ref=gw_eink_musc_1/253-7590807-0976228?pf_rd_m=&pf_rd_s=&pf_rd_r=&pf_rd_t=&pf_rd_p=&pf_rd_i=
labtest_tablet	1607	3191	1.47014E+12	8	buyer	1	5568	7557	867	1164	83572	9				167	691	1164		452	83120	Amazon.co.uk: white polo short	https://www.amazon.co.uk/s/ref=nb_sb_noss?url=&field-keywords=
labtest_tablet	1607	3192	1.47014E+12	8	buyer	1	9736	47667	954	1063	123046	22				141	791	1063		879	122167	Fruit of the Loom Classic Polo Men's Top: Amazon.co.uk: Clothing	https://www.amazon.co.uk/Fruit-Loom-Classic-Polo-White/dp/B004N3CJAO/ref=sr_1_4?ie=&qid=&sr=&keywords=
labtest_phone	360	2971	1.47014E+12	8	buyer	2	2415	3567	142	282	470	46			1	95		282		241	229	Amazon.co.uk	http://amazon.co.uk/
labtest_phone	360	2972	1.47014E+12	8	buyer	2	1604	2079	661	387	26739	6				318	337	387		523	26216	Amazon.co.uk: white polo shirt	https://www.amazon.co.uk/gp/aw/s/ref=nb_sb_noss/254-9125183-0603644?k=
labtest_phone	360	2973	1.47014E+12	8	buyer	2	2824	8158	1447	520	122749	4				187	1256	520		906	121843	"FRUIT OF THE LOOM LADY FIT PIQUE POLO SHIRT - (S-XXL) 9 COLOURS (LARGE - 36"" - SIZE 14, WHITE)"	https://www.amazon.co.uk/gp/aw/d/B005T6ECY0/ref=mp_s_a_1_1/254-9125183-0603644?ie=&amp;qid=&amp;sr=&amp;pi=&amp;keywords=
labtest_tablet	1716	3193	1.47014E+12	8	buyer	3	8231	38232	93	282	470	8				85		282		241	229	"Amazon.co.uk: Low Prices in Electronics, Books, Sports Equipment & more"	http://amazon.co.uk/
labtest_tablet	1716	3194	1.47014E+12	8	buyer	3	4999	9478	955	975	83738	27	3			141	784	975		452	83286	Amazon.co.uk: white polo short	https://www.amazon.co.uk/s/ref=nb_sb_noss_2/253-2569579-9060335?url=&field-keywords=
labtest_tablet	1716	3195	1.47014E+12	8	buyer	3	13613	36808	1391	1083	116511	363	1	166		140	721	1083		879	115632	FRUIT OF THE LOOM LADY FIT PIQUE POLO SHIRT - (S-XXL) 9 COLOURS: Amazon.co.uk: Clothing	https://www.amazon.co.uk/FRUIT-LOOM-LADY-PIQUE-SHIRT/dp/B005T6ECY0/ref=sr_1_1?ie=&qid=&sr=&keywords=
labtest_phone	394	2974	1.47014E+12	8	buyer	4	2463	5293	115	282	470	10			1	104		282		241	229	Amazon.co.uk	http://amazon.co.uk/
labtest_phone	394	2975	1.47014E+12	8	buyer	4	1479		736	387	26937	11				304	421	387		523	26414	Amazon.co.uk: white polo shirt	https://www.amazon.co.uk/gp/aw/s/ref=nb_sb_noss/254-0939237-9978655?k=
labtest_phone	394	2976	1.47014E+12	8	buyer	4	3679	8600	1431	520	122115	5				160	1266	520		906	121209	"FRUIT OF THE LOOM LADY FIT PIQUE POLO SHIRT - (S-XXL) 9 COLOURS (LARGE - 36"" - SIZE 14, WHITE)"	https://www.amazon.co.uk/gp/aw/d/B005T6ECY0/ref=mp_s_a_1_1/254-0939237-9978655?ie=&amp;qid=&amp;sr=&amp;pi=&amp;keywords=
labtest_tablet	1836	3196	1.47014E+12	9	worker	1	3432	4005	398	279	400	241				157		279		194	206	Amazon Mechanical Turk - Welcome	http://mturk.com/
labtest_tablet	1836	3197	1.47014E+12	9	worker	1	2384	8089	242	654	11304	6				213	23	654		637	10667	Amazon Mechanical Turk - All HITs	https://www.mturk.com/mturk/findhits?match=
labtest_tablet	1836	3198	1.47014E+12	9	worker	1	1397	12512	284	693	7015	27				254	3	693		673	6342	Amazon Mechanical Turk	https://www.mturk.com/mturk/preview?groupId=
labtest_phone	464	2980	1.47014E+12	9	worker	2	3177	3493	378	279	400	221				157		279		194	206	Amazon Mechanical Turk - Welcome	http://mturk.com/
labtest_phone	464	2981	1.47014E+12	9	worker	2	1744	2502	303	450	11704	48				239	16	450		637	11067	Amazon Mechanical Turk - All HITs	https://www.mturk.com/mturk/findhits?match=&state=
labtest_phone	464	2982	1.47014E+12	9	worker	2	1463	12722	305	489	7305	16				280	9	489		692	6613	Amazon Mechanical Turk	https://www.mturk.com/mturk/preview?groupId=
labtest_tablet	1845	3199	1.47014E+12	9	worker	3	5360	5713	330	279	400	172				158		279		194	206	Amazon Mechanical Turk - Welcome	http://mturk.com/
labtest_tablet	1845	3200	1.47014E+12	9	worker	3	1776	3969	275	654	11382	6				241	28	654		637	10745	Amazon Mechanical Turk - All HITs	https://www.mturk.com/mturk/findhits?match=
labtest_tablet	1845	3201	1.47014E+12	9	worker	3	2240	2683	261	693	7132	23				238		693		667	6465	Amazon Mechanical Turk	https://www.mturk.com/mturk/preview?groupId=
labtest_tablet	1845	3202	1.47014E+12	9	worker	3	1791	2829	248	755	7127	14				233	1	755		673	6454	Amazon Mechanical Turk	https://www.mturk.com/mturk/preview?groupId=
labtest_tablet	1845	3203	1.47014E+12	9	worker	3	2206	3035	257	690	11352	6				218	33	690		673	10679	Amazon Mechanical Turk - All HITs	https://www.mturk.com/mturk/findhits?match=
labtest_tablet	1845	3204	1.47014E+12	9	worker	3	1538	15913	262	729	7051	14				237	11	729		673	6378	Amazon Mechanical Turk	https://www.mturk.com/mturk/preview?groupId=
labtest_phone	476	2983	1.47015E+12	9	worker	4	2797	3185	328	279	400	173				155		279		194	206	Amazon Mechanical Turk - Welcome	http://mturk.com/
labtest_phone	476	2984	1.47015E+12	9	worker	4	1448	2113	247	450	11633	7				221	19	450		637	10996	Amazon Mechanical Turk - All HITs	https://www.mturk.com/mturk/findhits?match=&state=
labtest_phone	476	2985	1.47015E+12	9	worker	4	1361	22094	286	489	7460	5				279	2	489		673	6787	Amazon Mechanical Turk	https://www.mturk.com/mturk/preview?groupId=
labtest_tablet	1867	3205	1.47015E+12	10	user	1	1620	3825	172	284	479	106				66		284		217	262	Google	http://www.google.com/
labtest_tablet	1867	3206	1.47015E+12	10	user	1	4648	6357	3578	711	83830	20				133	3425	711		616	83214	Toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	1867	3207	1.47015E+12	10	user	1	16873	28340	551	613	11155	13				538		613		353	10802	FASHION JAPAN: Toji Temple Market Overwhelms Your Senses (Kyoto)	http://www.japanesestreets.com/reports/2693/toji-temple-market-overwhelms-your-senses
labtest_phone	491	2986	1.47015E+12	10	user	2	691	1668	176	284	479	104				72		284		217	262	Google	http://www.google.com/
labtest_phone	491	2987	1.47015E+12	10	user	2	1517	2204	727	548	21629	20				95	612	548		616	21013	Toji Japan - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	491	2988	1.47015E+12	10	user	2	1584	5551	104	643	816	4			1	99		643		583	233	"Toji Temple - Kyoto, Japan"	http://www.google.com.cy/url?q=&sa=&ved=&usg=
labtest_tablet	1919	3208	1.47015E+12	10	user	3	2872	4945	147	284	479	76				71		284		217	262	Google	http://www.google.com/
labtest_tablet	1919	3209	1.47015E+12	10	user	3	3149	6883	2096	742	83812	15				153	1928	742		616	83196	Toji Japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	1919	3210	1.47015E+12	10	user	3	8333		831	543	9446	45				776	10	543		870	8576	"Toji - Kyoto, Japan"	http://www.sacred-destinations.com/japan/kyoto-toji
labtest_tablet	1919	3211	1.47015E+12	10	user	3	3416	5589	1243	504	322					1243		504		322		Toji Japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	1919	3212	1.47015E+12	10	user	3	9277	72412	961	1074	9270	298				653	10	1074		733	8537	"Toji - Kyoto, Japan"	http://www.sacred-destinations.com/japan/kyoto-toji
labtest_phone	515	2989	1.47015E+12	10	user	4	612	1482	179	284	479	110				69		284		217	262	Google	http://www.google.com/
labtest_phone	515	2990	1.47015E+12	10	user	4	1758	2321	1000	550	21661	4				127	869	550		616	21045	Toji Japan - Google Search	http://www.google.com.cy/search?q=&oq=&gs_l=
labtest_phone	515	2991	1.47015E+12	10	user	4	1393	5226	120	645	816	16				104		645		583	233	"Toji Temple - Kyoto, Japan"	http://www.google.com.cy/url?q=&sa=&ved=&usg=
labtest_tablet	15	3213	1.4702E+12	12	buyer	1	8578	24469	145	282	470	10				135		282		241	229	"Amazon.co.uk: Low Prices in Electronics, Books, Sports Equipment & more"	http://amazon.co.uk/
labtest_tablet	15	3214	1.4702E+12	12	buyer	1	5947	8228	1259	975	83504	300				214	745	975		452	83052	Amazon.co.uk: white polo short	https://www.amazon.co.uk/s/ref=nb_sb_noss_2/254-7372963-1726323?url=&field-keywords=
labtest_tablet	15	3215	1.4702E+12	12	buyer	1	3948	5536	871	952	83394	7				175	689	952		452	82942	Amazon.co.uk: white polo short	https://www.amazon.co.uk/s/ref=nb_sb_noss_2/254-7372963-1726323?url=&field-keywords=
labtest_tablet	15	3216	1.4702E+12	12	buyer	1	4244	7410	15	739	142					15		739		142		"Amazon.co.uk: Low Prices in Electronics, Books, Sports Equipment & more"	http://amazon.co.uk/
labtest_tablet	15	3217	1.4702E+12	12	buyer	1			1214	1073	132552	13				171	1030	1073		879	131673	Kindle Paperwhite - Amazon.co.uk	https://www.amazon.co.uk/dp/B00QJDO0QC/ref=gw_eink_musc_1?pf_rd_m=&pf_rd_s=&pf_rd_r=&pf_rd_t=&pf_rd_p=&pf_rd_i=
labtest_tablet	15	3218	1.4702E+12	12	buyer	1	14859	37248	1163	1087	151421	138	12			236	777	1087		879	150542	Nikon Coolpix L340 Bridge Camera - Black 3-Inch LCD: Amazon.co.uk: Camera & Photo	https://www.amazon.co.uk/gp/product/B00THKEKEQ/ref=s9_ri_gw_g421_i2?ie=&fpl=&pf_rd_m=&pf_rd_s=&pf_rd_r=&pf_rd_t=&pf_rd_p=&pf_rd_i=
labtest_tablet	189	3219	1.47021E+12	13	user	1	1523	3580	154	280	479	72				82		280		217	262	Google	http://google.com/
labtest_tablet	189	3220	1.47021E+12	13	user	1	1865	3077	808	726	83811	10				174	624	726		616	83195	toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	189	3221	1.47021E+12	13	user	1	15123	44166	10349	543	9666	7				9841	501	543		874	8792	"Toji - Kyoto, Japan"	http://www.sacred-destinations.com/japan/kyoto-toji
labtest_tablet	189	3222	1.47021E+12	13	user	1	1428	4597	48	488	322					48		488		322		toji japan - Google Search	http://www.google.com.cy/search?sclient=&site=&source=&q=&oq=&gs_l=
labtest_tablet	189	3223	1.47021E+12	13	user	1			946	519	74585	89				284	573	519		320	74265	Kyoto Travel: Toji Temple	http://www.japan-guide.com/e/e3919.html
